make,model,car_model,review_title,review_text,style,comfort_rating,fuel_economy,perfomance,value_for_money,overall_rating,helpful_votes_ratio,review_date
Suzuki,Alto,2006 Suzuki Alto VXR,Great Buy,"Aoa 
I Have Suzuki Alto Vxr 2006 model. We want to buy a small hatchback car for family. We searched for Cultus, Santro, Cours &amp; Alto and at last bought alto. Now we all are happy with this car. This is a good car. There are only two minus points of this car 1st. is Bad fuel average and 2nd. is expensive spare parts. That's main negative points of this car, because in this budget of 4-6 lacks most people have to buy a car with good fuel avg and low price parts and this car has these negative points, and mehran have very very good  fuel average and spare parts are????... But if you can afford its expense then its a very good car especially it's AC Is very chilled, interior is made up of good plastic, and it's a simple car. Megran don't have AC, Alto have AC, mehran is 800cc, alto is 1000cc, Engine performance is also good if the car os maintained well.. It is a good budget car but only fuel average is the minus point!!! It's a beautiful,stylish car also.",5,4,2,5,5,4,1.0,2021-10-03
Suzuki,Liana,2007 Suzuki Liana,Excellent car,Good but not super interior is super account deck system are awesome in comfort it is super  engine performance is excellent no wobbling suspension is weak not expensive car feel economy is great  design is good from front not from back length is quite  normal,3,4,3,4,3,3,0.0,2017-05-30
Suzuki,Jimny,Suzuki Jimny JLX,Way over priced,"Why does a Suzuki Jimny cost 1.8 million rupees ? What does this car have ? No ABS , no air bags no nothing . before buying it keep in mind that this shape was launched in Japanese markets in 1998-9 isnt it better to buy a Toyota Corolla Altis or Honda Civic",0,0,0,0,0,2,0.6,2011-05-15
Toyota,Fortuner,2024 Toyota Fortuner Legender,merits and demerits,"I love this car. i am fan since 2016 when fortuner new style come but now the legender is my dream in sha allah i""ll buy soon but it as some demerits first is i saw video it has automatic boot option you can swipe foot on boot and it's open but it is not opening and legender variant it has wireless charging but it has also not wireless charging and last it's price is too much high not high too too much high?",5,5,5,5,1,4,0.0,2024-08-29
KIA,Sportage,2024 KIA Sportage FWD,Foggy Headlamps in brand new car,"sportage is a good car.Talking about its average,  in city  it gives 11.5~12, whereas 15 on highway. However, there is this patheticness: Brand new car has issue with headlights. it gets foggy in rain/ cold  and after wash. this is disappointing,  can any body tell me what to do.",5,5,2,5,5,4,0.0,2024-09-17
Honda,City,Honda City 1.3 i-VTEC,Stylish,"very good car very beautifull and very comfortable very low price and best car front very beautiful back only 
beautiful blue.................................................................................................................................",5,5,5,5,5,5,0.9090909090909091,2011-05-26
Suzuki,APV,Suzuki APV GLX (CNG),Why expensive,"I have been using apv many years ago.A perfect car for family use,but why it is very over priced this is first car or van of suzuki which is very expensive good style and good engine.A good luxury 7 seater car.I have very good experience with this car",4,5,4,3,4,4,1.0,2012-02-22
Toyota,Corolla,2023 Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Toyota Corolla Altis Grande,"First of all thanks to Allah. Great buy, and so comfortable, Graphite Grey color is perfect and looks attractive for this type of car. This is my first car and I am so satisfied that I have made this decision. The exterior and Interior are so beautiful. Powerful engine, smooth drive, suspension and shocks are so soft. Overall excellent car. Rating 10/10",5,5,5,5,5,5,1.0,2023-01-13
Hyundai,Santro,Hyundai Santro Exec,excellent car to own.....,"an excellent car, in 1000cc catagory...",5,4,5,4,5,5,0.7777777777777778,2009-06-06
Toyota,Vitz,2015 Toyota Vitz F 1.0,Comparison Between Local and JDM 1000cc segment,"Bought Vitz last year 2015/2018 &amp; I m 100% fully satisfied.
1.0L 3 cylinder engine 1KE-FE+CVT with big body BUT believe me it's not underpowered car
Although my car is not underpowered &amp; I want to change the concept that Toyota Vitz is underpowered or bad fuel average, Fuel average is boisterous. Style &amp; looks are sporty, Comfort is brilliant seats and suspension are too soft. Very spacious, drive is very smooth &amp; soft.
One problem when you floor it suddenly engine create noise &amp; believe me in my car there no vibration of doors, steering, floor, interior,
Build quality superior from Cultus,WagonR,Corolla,City. AC performance is quite impressive in hot day. Seating capacity is v.good
I traveled LHR-ISB with 5 persons on board+full trunk and it gives impressive fuel average. Maintenance is pretty expensive. Parts available in markets. V.Good resale value. Best combo is 2 airbag+ABS+EBD+BA+VSC+Traction control+Back screen viper+Navigation+Noiseless cabin+Road Grip+Smooth CVT shifting",5,5,4,4,5,4,1.0,2019-12-21
KIA,Picanto,2020 KIA Picanto 1.0 AT,Excellent Value for money,Great buy and great value for money interior and exterior quality is awesome.Fuel economy is better than other 1000 cc cars in market.Very happy to buy and enjoying picanto ride. Keep it up kia. Rear wipers is very useful. I hope kia will maintain its quality. Great work. I have sportage too an its quality is amazing too.,5,5,4,5,5,4,1.0,2020-03-06
Prince,Pearl,2020 Prince Pearl MT,No Regrets Great Value for Money,"Great value for money. Its feature packed but with some minor issues which company has rectified for users like dash board noise and door stiffness. Build quality is  very solid. I switched from mehran and had mediocre expectations. this car is the best in the price range and provides features which Alto and even cultus dont have and features a modern and classy look. Fuel average 13-15, which is fine by me, i prefer driving a feature packed car than driving a tin box for 1-2km/liter better average. It all comes down to personal preference.",5,4,3,3,5,4,0.0,2021-01-18
Honda,Civic,2016 Honda Civic Turbo 1.5 VTEC CVT,Great Car,Front Is look like a Tiger Exterior is Superbe  Fuel economy is very very very exellent Engine is very very power Full 1.5Turbo is 174 hp and 1.8 is 143 hp awesome looking very very comfort seats Resale value is very good Speed picc is very good 1.5L Turbo picc 62mph in 6 secconds,5,5,5,5,5,5,0.0,2016-07-23
Suzuki,Cultus,2006 Suzuki Cultus VXR,my cultus 70219 driven,fuel economy is awesome in city its 9to10in long i never test but i think its 14to15 looks are nice my cultus is modified and converted to euro 11 its not underpower???? value for money its comfortable i own mehran and civic also its better than mehran,5,5,4,5,5,4,0.0,2023-01-29
Changan,Alsvin,2021 Changan Alsvin 1.5L DCT Lumiere,excelent value for money,"Awesome car. No issues after using it for 2 years so far.
The car interior design is beautiful and exterior is even more beautiful.
Very budget friendly.
sound insulation is great.
Mostly companies don't offer warranty but with this we're getting 100k KM warranty.",5,5,5,5,5,5,0.0,2023-04-13
Toyota,Prius,2011 Toyota Prius,Great Vehicle,"I sold my Corolla 2015 and bought  2011 prius 3rd Gen with 4 grade having 60k on odo. The best car I have with outstanding fuel economy,  very comfortable ride, very spacious. Only resale is little bit low but otherwise even new civic can't compete prius in technology and performance.",5,5,5,5,5,5,0.0,2017-05-16
Mercedes Benz,GLS Class,2020 Mercedes Benz GLS Class,mercedes gls,"exterior  of this  car is  elegant . but the signature front grill  is some what controversial.  this is third generation of mercedes  gls class
this is considered a competitor of BMW X7. the multi beam LED headlamp system with total 112 LED bulbs per head lamp are fitted along with DRLs

 also this  car has  many engine options e.g  3.0 and 4.0 litres and v8 engines . 
this  car does not have split tail gate.the car has a  9 speed  automatic 
9G tronic gaear box. 
company calims it to be an S class of  SUVs. 
overall, in my opinion the BMW X7 is better than this mercedes GLS",4,4,3,3,4,3,0.0,2020-09-02
Honda,Civic,1985 Honda Civic GL,Honda Civic 1985,"Metallic green honda civic 1984 also known worldwide as SB-3,
its a first owner car purchased  new  by my father  and kept  with care,
it's in original paint besides the rear fenders (showered), every part of the car is currently genuine like lights have STANLEY monograms. the exterior is in factory condition. semi alloy steel wheels
Interior: 
cars interior in a fantastic condition, not even a single scratch, headliner has few but other than that the car seats are in genuine factory cushioning. even the factory cassette player of pioneer is installed.
features:
rear window defogger
AC
4-way air  adjustment
8 ac wents
500 ltr + boot space
engine:
175000 original milage
original engine 
original transmission
runs perfect the same as new. all engine components are original never replaced 
water throwing engine and completely soundless.
YOUR VIEW IN APPRECIATED,",4,4,3,4,4,3,1.0,2021-05-03
GUGO,GIGI,2023 GUGO GIGI 220,Gigi Review,"I am among the first few buyers of Gigi. Suneel Munj’s Gigi review on Youtube made me interested in the car. I took test drive and was thoroughly impressed. The cabin is so quiet while the acceleration of the car, especially on Sports Mode is amazing considering the size. The car makes you feel, being in a space ship while accelerating. The Range on full charge, which takes 5 hours, without AC is 160 km while with AC is 110km. The exterior design with sleek lines and curvy edges and DRLS gives it a very modern look. It has spacious interior at front however being 2 door, the persons at back gets cramped. The interior light color can also be a bother to maintain. 
One more thing, Don’t compare it to Alto. The drive, feel, cabin, comfort, pick, features like Push Start, Cruise, Screen, Sensors, Rear Cam, steering etc. are far superior. The price is also reasonable, given current EV’s prices. So to summarize, I would rate this car as 9/10, being a perfect city car for a small family",5,4,5,5,4,4,0.0,2024-04-28
Toyota,Aqua,2013 Toyota Aqua S,Mini hatchback,great car for 4 adults in normal weight. fuel efficient on motor way 22kml at 120kmh. if under 100kmh it will give you 25+ at motorway. If over 120kmh it will give you even 20+. regular and city average is 25kmh with medium foot. interior is excellent fully loaded.big trunk in hatchback. Capacity of trunk is like sedan car. wonderful ac. A good car. next technology from petrol. value of money,4,5,5,5,5,4,1.0,2022-03-22
Suzuki,Wagon R,2022 Suzuki Wagon R AGS,Great driving pleasure,"Well according to features this car is way too much old
Atleast its media screen is bigger than cultus and alto which comes by default
Ride is smooth and relaxed 
Miss tilt steering wheel there is a space for lever but there is no lever.
Ags transmission is way more futuristic though it comes with brake hold assist.
No need to drive ags transmission using tap method it shifts the gear automatically.
The only thing I enjoy is its driving pleasure and ags transmission.",3,4,4,5,3,3,0.0,2023-07-22
Suzuki,Swift,Suzuki Swift,ECONOMY,"Just got one, good sound system and interior. features, better than any corolla in the market. I have an Oriel Reborn and feel little difference in road grip, stability and comfort. Horrible fuel economy. 9.5 - 10 inner city and 14 on the highway at 120 k (a/c on)",3,3,2,2,1,2,1.0,2012-03-27
KIA,Sportage,2021 KIA Sportage Alpha,great choice to buy,"Best suv in 74 lakhs
fuel average 8.2 per litre
2000 cc 4 cylenders engine
better than mg hs and very powerful in power
best price bracket car
not any problem of petrol
it is localy assembled in pakistan but the parts are export from korea or other countries
service is not so much costly",5,5,4,5,5,4,0.0,2023-04-23
Prince,Pearl,2020 Prince Pearl,very beautiful car in this price line,"exterior id awesome just backlights are  not enough beautiful 

FUEL AVERAGE IS ALSO GOOD 21 KM/ PER LITR

INTERIOR is  SO beautiful

Wheels are not good some rickshaw tires are installed should make it better
I impressed with paint and body quality",5,5,5,5,5,5,0.6,2020-09-03
Honda,City,2021 Honda City 1.2L M/T,Excellent Value,"The 6th generation Honda City with face lift is a beautifully designed car with nice and bold Chrome grill in front..... It has nice though not LED but Halogen Back light ... which is absolutely in proportion to the size of the car itself, unlike Yaris which has LED but way too huge rear lights ... totally out of proportion. 
moreover the car front DRLs are also good .. they are little small than Civic... but its again in proportion to the size.... Civic X has its own dimensions and its DRLs. suits it ...whereas the Honda City has its own dimensions.... 
Seats are a major uplifts ... there is something new .. the seats have excellent lumbar support which was missing in previous model.
The Suspension of the Honda City 6th generation is super ????... Not too hard like previous model..Not too soft like Yaris which bounces when driver is only passenger...
Rear Arm rest Retractable side view mirrors,  Head unit .all is available in Base Unit 1.2 which i bought.",5,5,5,4,4,4,0.5,2021-12-21
Toyota,Prius,2010 Toyota Prius L 1.8,Value for money,Best car in price range of 2 to 2.5 million. Fuel economy is great. It's power mode is????????????. But I also have another car Toyota vitz 2008/13 I know performance vise that's car is nothing but the built quality of exterior is far good from prius. But if I see the features that prius gives me in this price range I think it's the best car for family use because in the local market there is no sedan in this price range with this variety of features,5,4,5,5,5,4,0.0,2021-12-22
Suzuki,Cultus,2006 Suzuki Cultus VXR,BEST BUDGET HATCHBACK,"I Own A Silver Cultus (2006)
Front Looks Are Good BUT I Don't Like The Design Of Back Lights. 

I HAVE OWNED BOTH CARS ALTO N CULTUS

The Car Is Very Comfortable, It's Much Better Than Alto, Its Front Leg Space N Back Is Very Impressive Too Much Better Than Alto. 5 People In City And On Long 4 Big And 1 Kid Can Comfortably Sit In This Vehicle..
Fuel Average In City 14 And With Heavy Foot 10-11 &amp; On Long 15 Which Is Good For Me!

Performance Wise It's Also Good, Car Doesn't Feel You Underpower! 1000cc Engine Is Enough For This Car!!

It's Value To Money  For Me!!??

I Am Satisfied With My CULTUS",3,4,4,5,5,4,0.0,2022-03-16
Honda,City,2018 Honda City 1.3 i-VTEC Prosmatec,DO NOT BUY THIS CAR,i am driving honda city for 2 years now i have prosmatec 1.3 very bad fuel avg and seriously underpowered car with no safety features its not that comfortable too i will recommend go for manual city or 1.5 auto as they have better fuel avg and performance but 1.3 is worst car experience ever however if you dont care about power and fuel economy then you can go for it but i would not suggest any one to buy this junk,3,2,1,1,2,1,0.0,2020-01-31
Honda,City,2014 Honda City 1.3 i-VTEC Prosmatec,A serious mood spoiler,"Exterior: ok in comparision to older versions of city. Paint quality is average.

Interior (Features, Space &amp; Comfort):
Ac good. Music system good. Rear space not as spacious as 2008 model. Euro star tires are like metal rails and spoils the mood to drive. Seats are not comfortable and seem like borrowed from corrolla. Trunk space is huge. Engine under the hood is well placed and service can be easily carried out.

Fuel Economy:
Prosmatic fuel efficiency is bad. Overtaking on a single road can be a real nerve testing exercise and you really have to push the car to move. Motorway mileage is around 15km.

Ride Quality &amp; Handling:

Ride quality is like suzuki swift I.e. very stiff. Steering handling is good and brakes are average. Overall handling is above average.

Final Words:
There is no value for money. 1.7 mill for a 1.3L car is too much. For similar price one can buy corolla axio 1.5L. I m regretting this purchase. Think before you invest.",3,2,1,1,0,1,0.7777777777777778,2014-05-12
Mitsubishi,Pajero,1994 Mitsubishi Pajero Exceed 2.8D,excellent feature oacked ride,"for the year this car was aseembled. it has all the features you could ask for. have driven the length of Pakistan in it from Karachi ti kunjrab pass. amazing ride. could have been a little more aerodynamic, but i over look that for the ride comfort and all the features.",4,5,3,4,4,4,0.0,2023-09-12
Suzuki,Alto,2013 Suzuki Alto E,alto 2013 review,very nice car problem is that although is good station car but on long routes u do not feel comforts.with light pedal u can get 15-16 km/l per litter in city with ac.good for city use if 2-3 perons wants to use it.recommended for small families with in city travel,4,4,5,4,5,4,0.0,2018-05-05
Toyota,Corolla,2021 Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,Great Buy,"The exterior of Toyota Corolla Altis Grande 1.8 X Black Interior is awesome it looks very bulky because of the black finishes. The interior is as superior as the exterior, it has a premium black feel and a lot more. The leg space is great, but the head space in the second row is not enough for a tall guy. It has many features such as cruise control, digital climate control and rear ac vents. This car is very fuel efficient, yet performance beast for the money. The ride quality of the car is awesome, but it lacks in noise reduction. It's handling is pretty awesome, but the car gets out of control when it reaches 220 kmph though it has traction control. My final words for the Toyota Corolla would be ""VALUE FOR MONEY"".",5,5,5,5,5,5,0.0,2022-01-07
Daihatsu,Esse,2010 Daihatsu Esse X,Daihatsu Esse,"Daihatsu esse is the great car if u keep maintain properly engine oil, air filter, clean throttle, clean fuel injectors, fuel pump pressure, fuel filter, and new spark plugs..and no engine check lights then ur car gives u 20km plus in city 18km with ac and at long gives u 24 at highway and 26 at motorway its my personal experience.. im online taxi driver. i do my car work own..if any person need to help about this car feel free to contact me 03456708119",4,5,5,5,5,4,0.0,2023-07-01
Toyota,Corolla,2011 Toyota Corolla Altis SR Cruisetronic 1.8,Brilliant Car,"Exterior: As far as the exterior of the car is concerned it is a typical Corolla so do not expect it to look like a Mercedes C Class or Bmw 3 series. It is a corolla so it will look like a Corolla

Interior: The interior of Altis full specification is brilliant it comes with Leather Seats, Cruise Control, A good Steering Wheel, A decent looking dashboard and feels exactly like AXIO G. Which is a Japanese high end corolla.

Performance: The 1.8 5 speed Auto engine is simply perfect it has enough power to pull the car up and because of its fuel to weight ratio the mileage that i get is 12.5 to 13.5 kmpl in city and 15 kmpl to 15.5 on Motorway while driving at a constant cruise speed of 110 Kmph.

Value for Money: The 1.8 fully loaded variant of Altis in 2015 costs above 2.2 Million Rupees which has exactly the same suspension and same features offered in a 1.8 Fully loaded version of 2011. So a car that costs 1.5 to 1.6 million is giving you same features as a car of 2015.",3,3,5,4,5,4,0.6666666666666666,2015-10-29
Toyota,Land Cruiser,2024 Toyota Land Cruiser ZX Gasoline 3.5L,decent choice,a decent and comfortable drive.high maintainence as imported parts.But has earned high respect in the streets and in family.fuel economy is just near decent and great off roader.High price makes it unique .Again decent drive and worth some money.Good interior and exterior from front is a little off but decent in back.More color variations in interior would be good,2,5,3,5,5,4,0.0,2024-05-12
Suzuki,Cultus,2017 Suzuki Cultus,Suzuki cultus,"Once more to loot Pakistani people this little car Is launched.
It will be same low quality car as they have produced before. I don't know why are pak Suzuki looting its own people.
In India they are making SUVs for 5 laks .what is wrong with these people.
People plz buy Japanese cars buoycot these looters.",1,1,1,2,1,1,0.6666666666666666,2017-04-23
Honda,City,2021 Honda City 1.5 i-VTEC Prosmatec,Very bad fuel economy,"I had purchased honda city 2021 model in Rs 27.55 Lacs only for its good looks, the exterior is good but interior is not as good, even in the sound system, there is no access of bluetooth pairing and having no touch screen panel, even no back camera. I remember, as this car in 2016 was having price Rs 14.70Lacs and in 2021 it is coming with same features with no upgradation but in double price..",4,3,1,4,1,2,0.0,2022-08-14
Suzuki,Ciaz,2017 Suzuki Ciaz Automatic,Suzuki Ciaz a perfect fuel Efficient Sedan,"Exterior Design is fine but there are other Sedans which are better in design . 
Interior of the car is  Spacious and decent and comfortable. Specially its leg room fro rear passengers is quite relaxed and its seats are designed i n a way that is very comfortable.  However you need to fix Android screen for this car.  It has Dual SRS airbags and ABS brakes which makes its driving safe and comfortable.
I drove this car from Karachi to Bhurban on family trip. After driving 1500 kms i was not tired at all.
Performance wise this car pickup is quite responsive and  gives good shoot even from 120 km speed. 
Fuel Efficiency is at its best...this is the best thing i loved this car about.  My driving route is a mix of city and highway and i am getting 17.5 km per litre mileage by driving vehicle on 2000 to 2500 RPM with 80 to 100 km/h speed.
Its imported CBU from Thailand which tells its manufacturing quality better than local sedans.",4,5,5,5,5,4,0.0,2020-02-19
Toyota,Corolla,2005 Toyota Corolla 2.0D,Diesel corolla,"Handsome exterior as compared to the cars of early 2000's era. Diesel cars are always have a different kind of driving pleasure due to short ratio gears, which provides a very high torque power as compared to other cars having below 100 bhp's. Fuel economy and durability is the main variable which makes it worthy.",1,3,4,4,5,3,1.0,2018-11-28
Suzuki,Swift,2022 Suzuki Swift GLX CVT,Avoid Buying Cars From Suzuki,"Look wise Suzuki Swift is a good car. It looks good only when it is in other hands. Reality comes after you buy. 
I bought Suzuki Swift for &amp; I received it on 6th Jan. Since day 1 its AC was not working. I submitted the complaint to dealership and Suzuki Customer Service Center. Dealership called the vehicle for inspection and upon inspection they told me that its AC condenser is damaged. I asked them to cover this in warranty as at that time vehicle was brand new and used for few hundreds KMs only. Initially Pak Suzuki Denied for Warranty Claim but later Dealership told me that  Pak Suzuki has approved request to cover damages for broken part under warranty and they will provide me Replacement part once available. But later on 31st March Dealership called me and told me that I will not get replacement part as Pak Suzuki has again denied the request for Warranty Claim. Better not to buy any car from Suzuki Swift. Suzuki is a group of thugs and fraudsters.",3,3,2,3,1,2,1.0,2023-04-05
Toyota,Aqua,2018 Toyota Aqua S,Toyota aqua,"Beautiful car inside out. Excellent fuel average 21.5 these days. Very very comfortable drive. Great value to money these days because of the massive increase in the fuel prices. Parts are a bit expensive but still readily available, because of it being a toyota family car.",4,5,5,4,5,4,0.0,2022-08-06
Honda,City,2004 Honda City i-DSI,Excellent value to money,"It is the best sedan of pakistan due to its fuel economy... At present time no car can compete its fuel economy i am very satisfied. It has a very smooth drive.. It gives 16-18 km/l in city with A/C and 18-22+ on highway. It has meant compartments in it's interior and a very huge boot space about twice of a present TOYOTA COROLLA's boot. 
Best sedan in this price i recommend it to everyone. It is value to money. It's body is also very fine better than a 0meter civic,corolla etc.
Best car in 15 lac budget",5,5,5,5,5,5,0.0,2023-04-17
Toyota,Vitz,2008 Toyota Vitz F 1.0,Excellent value for money,"The Exterior and interior are still modern considering it is pre android era design. Enough space for a decent sized android to fit in. Car has 8 airbags, ABS, Fuel average remains between 12.3 to 14.3 with AC depending upon your oil, tuning, plugs etc. i am using denso iridium triple tip long plugs. so it gives me 14.76 in city and 18.75 on motorway. The second gen Vitz is the most spacious and largest Vitz with a lot of cubby spaces and three glove boxes. very small turning radius and easy maneuvering.
Handling is great, I am using 185/70/R14 tires which is slightly larger than the company recommended.  The car handles bumpy roads excellently. I have driven rough on rough roads but never spent a single penny on suspension and related. In short Khota Gari hai.",5,4,4,3,5,4,0.0,2023-01-10
Honda,City,2022 Honda City 1.2L CVT,Cheated by Honda,"The battery provided by the showroom was not the one shown in its guarantee card. The battery faiked to work after only three and half months. The showroom not only refused to provide the replacement but told me that because of the tracker, the warranty claim cannot be accepted. 
This is totally unacceptable.
That's how people cheat so easily in Pakistan. 
Honda must take notice of such behavior.",4,3,4,3,3,3,0.0,2023-02-25
Suzuki,Alto,2006 Suzuki Alto GII,good choice,"Exterior little bit compromise
But interior is spacious with all luxurious features like sedaan fuel economy wise i gave 5 stars above bcz on this price you cannot achieve fuel average like this car.
I personally using this car its comfortable to drive with automatic transmission low maintenance costs",4,5,5,5,5,4,0.0,2023-04-16
Honda,Civic,2022 Honda Civic 1.5 VTEC Turbo Oriel,Good car but with some deficiencies,"16 to 17 kmpl fuel economy at 120 kmph speed. But it should have come at least with led head lights, auto wipers, passenger seat belt warning, paddle shifterand auto dimming mirror. L gear is not good as it can go to 65 kmph at salt range. I doubt its performance while downhill from babusar top to chillas. it should have come with paddle shifter. over all road clearing is good.",5,5,5,4,4,4,0.0,2022-07-10
Toyota,Corolla,2011 Toyota Corolla XLi VVTi,2011 Corrola is much better than Honda City 2021,Exterior Of Corolla 2011 Is much Beautiful Than 2021 City.This is the most Beautiful Shape of Pakistanis.. Interior Of Corolla is Very Amazing .But One thing Which  Disturbs me in interior is Manual Windows Which looks Very Weird.Ac Performance is Bestest if ur Engine is in Good Condition.Otherwise Little bit Different.Milage in City is 12.7 Km\L And on Long its near about 15Km/L.Toyota Must give ABS in Xli Also For Safety.. Otherwise Corolla XLi is the best Family Budget Car As Compared To Honda City.. Honda City Never Compete With Corolla...It is value to Money Car,5,5,4,5,5,4,0.0,2021-08-11
Proton,Saga,2022 Proton Saga 1.3L Ace A/T,Best compact car for a family of four to five person,"The design philosophy is simple. The front reminds you of the 2006 corolla. The back is impressive with a sporty bumper. Alloy rims are beautiful. 

The interior is decent and the button quality is superb. The seats are really comfortable. The door panels and dashboard is of good plastic material. The speed-o-meter has a splendid look with glowing lights.

The fuel economy is fair enough. It gives 11-12 with AC and 13 in winter. I get 17-18 on motorways with 110-120 km/h.

It is a great addition to your garage especially when you have school-going kids to be dropped off and weekend road trips planned to different places.",4,4,4,5,5,4,1.0,2023-01-13
Honda,Civic,2006 Honda Civic VTi Oriel Prosmatec 1.6,Compact size with spacious interior and great drive,"I owned the Prosmatec variant for 3 months but sold it due to poor fuel economy (7-9 km/l) despite its pristine engine. However,  the car was enjoyable, with a spacious interior for its compact size, solid engine performance, and a comfortable ride. I noticed that this model still has a separate fan base. It had all necessary features and suspension didn't felt that hard either. If I bought again, I'd go for the manual version for a better fuel average and a more engaging drive.",4,4,2,5,4,3,0.0,2024-10-02
Suzuki,Swift,2023 Suzuki Swift GLX CVT,GLX CVT,"Looks speak for themselves.
Highly recommended over competitors such as city and yaris if boot space is not an issue. 
Have gotten amazing fuel average everyday. 18-19 in city and 23-27 on long route at 120.
Lights are amazing, must have as well as rear parking sensors. 
Interior is breathtaking, making you feel as your in a Ferrari with a Red Ambient meter. 
Small and manageable, super easy to drive and take into small spaces.
Maintaining is as easy as pie and service costs are average. 
Overall highly recommended.",5,4,5,4,4,4,1.0,2024-05-02
Suzuki,Liana,2008 Suzuki Liana Eminent Automatic,A dream car,"Hey...
Its review of my imported suzuki liana 2008 model automatic after 6.5 years happy travelling ...
Before complete services of the car  i got city around 9 km/l and highway around 12km/l with normal regular fuel .
After service with shell V Power ac running 50/50 i got exactly 14.25 km/l in city where as suzuki says it's do 13 km/l
(V power shell is 95 ron  which is used this time)
And highway (not motorway ) i got 16.76km/l
Where as company say its do 18 km/l
I have not try yet after tune up on motor way but now i am sure it will do around 18 km/l...
I spend my time and money and i got exactly same performance  as a brand new 
Company official figures in performance ,
Thanks to Allah, from a  15 years old legendary, and one of the best car in the world at reasonable price by TOP GEAR .
Thanks for reading and sorry to let u know that my car is dtiven 155000km, with untouch engine .....
Stay blessed 
Regards 
Imran bashir ch.
Advocate",5,5,5,5,5,5,0.0,2024-08-07
DFSK,Glory 580,2021 DFSK Glory 580 Pro,SUV,"Loved my Glory 580 pro it’s the best among all i booked the car back in Dec 2020 Now i am using this since 2 months i love the drive,fuel average, comfort on the other side Panaromic Sunroof I-talk command system is the best i have no issues regarding anything in my Car fully satisfied i would recommended every Pakistani to get this instead of Corolla or Honda. It’s worth the money FI AMANALLAH",5,5,5,5,5,5,0.0,2021-03-10
Honda,City,2013 Honda City Aspire 1.5 i-VTEC,hard suspension and low ground space,exterior is beautiful interior is much beautiful  engine power is excellent perfomance is pretty good economy is also good but this  car gets down because of hard/stiff suspension and low ground space  its not good for bumpy/rough roads and hilly areas the car hits on every speed breaker  but overall car is good,4,3,4,5,2,3,0.0,2017-06-22
Suzuki,Cultus,2015 Suzuki Cultus EURO II,Good for family use,"Exterior is old styled.
Interior is good but material is not good.
Fuel Average is about 14/15 in city &amp; 17/18 on long route.
Headlights are not good too.
Very little Ground Clearance.
Boot space is too short. 
It has no power steering which is difficult to drive.",2,3,4,3,3,3,0.0,2021-10-24
Honda,Civic,2013 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Honda Civic,"Exterior:
With this new version many people are saying that its not worth buying and the old car was better.I on the other hand believe that this is a good step forward for the Civic.I really like the new bolder and more aggressive styling.
Interior (Features, Space &amp; Comfort):
Very futuristic interior with really good options and features.Very spacious and comfertable
Fuel Economy:
Its good for a 1.8 litre displacement car but it sucks compared to the 1.3 Corollas and the 1.0 and even 1.3 Vitz
Ride Quality &amp; Handling:
Amazingly smooth ride and handling.Its much lower down and wider then other cars so it handles better lus it has better suspension
Final Words:
Great car for one who affords (parts very expensive).The car tends to scrape the ground at bumps so its not good for small towns.Overall much better then Corollas all the models much better performance and comfort",4,5,3,5,2,3,0.6,2013-08-24
Toyota,Rush,2006 Toyota Rush X,TOYOTA RUSH off Road Performance,"The exterior of this midrange SUV is quiet attractive. It looks like an SUV . No idea about the 2Wd model because I own a 4WD model. Its performance on Off roads is exceptional I have tried it no some pretty tough terrains it has never disappointed me, In fact it has surprised me many times. It does not have a low ratio gear as available in most SUVs but still you can manoeuvre it in some pretty tough road conditions. the fuel consumption is on a higher side if you compare it with a car. Its combined average is 8.5 to 11 km/L . Which is far better than any 4WD suvs in its class. 

Draw Backs: parts availability . Parts are difficult to find , but are available if you look hard enough.
 
The 15000 CC with automatic gear is a bit smaller for this vehicle. It should have at least 18000 cc engine.",4,3,2,4,4,3,0.75,2015-08-07
Toyota,Hilux,Toyota Hilux Vigo G,Vigo champ G,"I recently bought vigo champ G, On the first day I though this is not going to last longer with me mainly because of fuel but after driving it for some days now I think its the best with style peformance and economy.here are some great things about
Features:
It is giving me 14-16kmpl in city.
It got great look.
4x4 wheeler.
Duel Airbags.
Equiped with ECT.
Better transmition.
Great off-road features.
Eco mode for city.
Breaking is damn perfect and is powered with ABS.
 

 Precautions: There is one thing you all should be carefull while buying it and that is to carefully inspect the vehical before taking it home there are alot of them being repainted a little due to scraches etc. while shipping mine was so I got it changed on the second day after maga negotiations else is fine.

Conclusion: Great long life bigger capacity/economy and fun vehical both for family and single person.

Recomended: yes",5,4,5,5,5,5,0.8333333333333334,2012-04-04
Honda,City,2016 Honda City 1.3 i-VTEC,Honda 2016,This is very nice car i didnt buy it but i drive this car honda is the papular company in pakistan it give peoples best car honda car have a good fuel eficency and comfort drive and CD player lether seats and power streing power brakers and power windows,2,3,3,2,2,2,0.25,2017-09-28
